subject,lottery,z1,z2,p1,ce,female,semester,highincome
1,8,25.015634771732334,6.253908692933083,0.95,17.04190118824265,1,1,0
1,14,93.80863039399625,31.269543464665418,0.05,32.833020637898684,1,1,0
1,39,-93.80863039399625,0.0,0.1,-77.3921200750469,1,1,0
1,21,-25.015634771732334,-6.253908692933083,0.25,-16.10381488430269,1,1,0
1,1,12.507817385866167,6.253908692933083,0.1,9.849906191369605,1,1,0
1,26,-31.269543464665418,-12.507817385866167,0.25,-22.357723577235774,1,1,0
1,2,12.507817385866167,6.253908692933083,0.5,9.224515322076298,1,1,0
1,29,6.253908692933083,0.0,0.5,1.7198248905565978,1,1,0
1,22,-25.015634771732334,-6.253908692933083,0.05,-18.918073796122577,1,1,0
1,4,25.015634771732334,6.253908692933083,0.05,9.537210756722953,1,1,0
1,12,31.269543464665418,12.507817385866167,0.75,23.295809881175735,1,1,0
1,20,-25.015634771732334,-6.253908692933083,0.5,-16.10381488430269,1,1,0
1,40,-25.015634771732334,0.0,0.25,-19.387116948092558,1,1,0
1,34,25.015634771732334,0.0,0.25,5.628517823639775,1,1,0
1,9,31.269543464665418,12.507817385866167,0.05,18.60537836147592,1,1,0
1,16,-12.507817385866167,-6.253908692933083,0.5,-9.537210756722953,1,1,0
1,5,25.015634771732334,6.253908692933083,0.25,13.289555972482802,1,1,0
1,27,-31.269543464665418,-12.507817385866167,0.05,-27.98624140087555,1,1,0
1,37,-25.015634771732334,0.0,0.05,-19.387116948092558,1,1,0
1,7,25.015634771732334,6.253908692933083,0.75,17.979987492182616,1,1,0
1,33,93.80863039399625,0.0,0.1,11.726078799249532,1,1,0
1,11,31.269543464665418,12.507817385866167,0.5,21.41963727329581,1,1,0
1,18,-25.015634771732334,-6.253908692933083,0.95,-11.413383364602877,1,1,0
1,30,12.507817385866167,0.0,0.5,5.941213258286429,1,1,0
1,31,25.015634771732334,0.0,0.05,5.628517823639775,1,1,0
1,32,31.269543464665418,0.0,0.95,21.106941838649156,1,1,0
1,13,31.269543464665418,12.507817385866167,0.95,27.048155096935584,1,1,0
1,24,-31.269543464665418,-12.507817385866167,0.75,-19.543464665415886,1,1,0
1,6,25.015634771732334,6.253908692933083,0.5,15.165728580362726,1,1,0
1,3,12.507817385866167,6.253908692933083,0.9,10.16260162601626,1,1,0
1,10,31.269543464665418,12.507817385866167,0.25,18.60537836147592,1,1,0
