subject,z1,z2,p1,ce
1,61.88118811881188,0.0,0.0833333333333333,20.42079207920792
1,61.88118811881188,0.0,0.5,43.93564356435643
1,61.88118811881188,0.0,0.9166666666666666,46.41089108910891
1,61.88118811881188,0.0,0.0833333333333333,17.945544554455445
1,61.88118811881188,0.0,0.5,17.945544554455445
1,61.88118811881188,0.0,0.9166666666666666,45.17326732673267
1,61.88118811881188,0.0,0.0833333333333333,8.044554455445544
1,61.88118811881188,0.0,0.5,43.93564356435643
1,61.88118811881188,0.0,0.9166666666666666,57.54950495049505
2,61.88118811881188,0.0,0.0833333333333333,17.945544554455445
2,61.88118811881188,0.0,0.5,22.896039603960396
2,61.88118811881188,0.0,0.9166666666666666,56.31188118811881
2,61.88118811881188,0.0,0.0833333333333333,12.995049504950494
2,61.88118811881188,0.0,0.5,16.707920792079207
2,61.88118811881188,0.0,0.9166666666666666,43.93564356435643
2,61.88118811881188,0.0,0.0833333333333333,31.559405940594058
2,61.88118811881188,0.0,0.5,31.559405940594058
2,61.88118811881188,0.0,0.9166666666666666,48.88613861386138
3,61.88118811881188,0.0,0.0833333333333333,12.995049504950494
3,61.88118811881188,0.0,0.5,36.509900990099005
3,61.88118811881188,0.0,0.9166666666666666,61.26237623762376
3,61.88118811881188,0.0,0.0833333333333333,5.569306930693069
3,61.88118811881188,0.0,0.5,27.846534653465344
3,61.88118811881188,0.0,0.9166666666666666,42.6980198019802
3,61.88118811881188,0.0,0.0833333333333333,15.47029702970297
3,61.88118811881188,0.0,0.5,30.32178217821782
3,61.88118811881188,0.0,0.9166666666666666,61.26237623762376
4,61.88118811881188,0.0,0.0833333333333333,8.044554455445544
4,61.88118811881188,0.0,0.5,30.32178217821782
4,61.88118811881188,0.0,0.9166666666666666,55.07425742574257
4,61.88118811881188,0.0,0.0833333333333333,12.995049504950494
4,61.88118811881188,0.0,0.5,30.32178217821782
4,61.88118811881188,0.0,0.9166666666666666,55.07425742574257
4,61.88118811881188,0.0,0.0833333333333333,9.282178217821782
4,61.88118811881188,0.0,0.5,31.559405940594058
4,61.88118811881188,0.0,0.9166666666666666,57.54950495049505
5,61.88118811881188,0.0,0.0833333333333333,5.569306930693069
5,61.88118811881188,0.0,0.5,11.757425742574256
5,61.88118811881188,0.0,0.9166666666666666,48.88613861386138
5,61.88118811881188,0.0,0.0833333333333333,5.569306930693069
5,61.88118811881188,0.0,0.5,11.757425742574256
5,61.88118811881188,0.0,0.9166666666666666,12.995049504950494
5,61.88118811881188,0.0,0.0833333333333333,5.569306930693069
5,61.88118811881188,0.0,0.5,11.757425742574256
5,61.88118811881188,0.0,0.9166666666666666,48.88613861386138
6,61.88118811881188,0.0,0.0833333333333333,9.282178217821782
6,61.88118811881188,0.0,0.5,21.65841584158416
6,61.88118811881188,0.0,0.9166666666666666,34.03465346534653
6,61.88118811881188,0.0,0.0833333333333333,8.044554455445544
6,61.88118811881188,0.0,0.5,17.945544554455445
6,61.88118811881188,0.0,0.9166666666666666,29.084158415841586
6,61.88118811881188,0.0,0.0833333333333333,25.37128712871287
6,61.88118811881188,0.0,0.5,17.945544554455445
6,61.88118811881188,0.0,0.9166666666666666,38.98514851485148
7,61.88118811881188,0.0,0.0833333333333333,6.806930693069306
7,61.88118811881188,0.0,0.5,30.32178217821782
7,61.88118811881188,0.0,0.9166666666666666,56.31188118811881
7,61.88118811881188,0.0,0.0833333333333333,5.569306930693069
7,61.88118811881188,0.0,0.5,30.32178217821782
7,61.88118811881188,0.0,0.9166666666666666,55.07425742574257
7,61.88118811881188,0.0,0.0833333333333333,5.569306930693069
7,61.88118811881188,0.0,0.5,30.32178217821782
7,61.88118811881188,0.0,0.9166666666666666,55.07425742574257
8,61.88118811881188,0.0,0.0833333333333333,12.995049504950494
8,61.88118811881188,0.0,0.5,34.03465346534653
8,61.88118811881188,0.0,0.9166666666666666,45.17326732673267
8,61.88118811881188,0.0,0.0833333333333333,4.331683168316832
8,61.88118811881188,0.0,0.5,31.559405940594058
8,61.88118811881188,0.0,0.9166666666666666,17.945544554455445
8,61.88118811881188,0.0,0.0833333333333333,6.806930693069306
