subject,z1,z2,p1,ce
1,1.6501650165016502,0.0,0.5,0.7425742574257426
1,1.6501650165016502,0.0,0.5,0.7425742574257426
1,1.6501650165016502,0.0,0.5,0.7425742574257426
2,1.6501650165016502,0.0,0.5,0.99009900990099
2,1.6501650165016502,0.0,0.5,0.6600660066006602
2,1.6501650165016502,0.0,0.5,0.6600660066006602
3,1.6501650165016502,0.0,0.5,0.8250825082508251
3,1.6501650165016502,0.0,0.5,0.8085808580858086
3,1.6501650165016502,0.0,0.5,0.8250825082508251
4,1.6501650165016502,0.0,0.5,1.0396039603960396
4,1.6501650165016502,0.0,0.5,0.8250825082508251
4,1.6501650165016502,0.0,0.5,0.8250825082508251
5,1.6501650165016502,0.0,0.5,0.8250825082508251
5,1.6501650165016502,0.0,0.5,0.8250825082508251
5,1.6501650165016502,0.0,0.5,0.8250825082508251
6,1.6501650165016502,0.0,0.5,0.8250825082508251
6,1.6501650165016502,0.0,0.5,0.6600660066006602
6,1.6501650165016502,0.0,0.5,0.3300330033003301
7,1.6501650165016502,0.0,0.5,0.8250825082508251
7,1.6501650165016502,0.0,0.5,0.8250825082508251
7,1.6501650165016502,0.0,0.5,0.6518151815181519
8,1.6501650165016502,0.0,0.5,0.8250825082508251
8,1.6501650165016502,0.0,0.5,0.6600660066006602
8,1.6501650165016502,0.0,0.5,0.8250825082508251
9,1.6501650165016502,0.0,0.5,0.6188118811881188
9,1.6501650165016502,0.0,0.5,0.6188118811881188
9,1.6501650165016502,0.0,0.5,0.7425742574257426
10,1.6501650165016502,0.0,0.5,1.4851485148514851
10,1.6501650165016502,0.0,0.5,1.2376237623762376
10,1.6501650165016502,0.0,0.5,1.4851485148514851
11,1.6501650165016502,0.0,0.5,0.8250825082508251
11,1.6501650165016502,0.0,0.5,0.8250825082508251
11,1.6501650165016502,0.0,0.5,0.8250825082508251
12,1.6501650165016502,0.0,0.5,1.0148514851485149
12,1.6501650165016502,0.0,0.5,0.5858085808580858
12,1.6501650165016502,0.0,0.5,1.146864686468647
13,1.6501650165016502,0.0,0.5,1.0313531353135317
13,1.6501650165016502,0.0,0.5,0.6600660066006602
13,1.6501650165016502,0.0,0.5,0.8250825082508251
14,1.6501650165016502,0.0,0.5,0.99009900990099
14,1.6501650165016502,0.0,0.5,0.7260726072607261
14,1.6501650165016502,0.0,0.5,0.6518151815181519
15,1.6501650165016502,0.0,0.5,1.0313531353135317
15,1.6501650165016502,0.0,0.5,0.7013201320132013
15,1.6501650165016502,0.0,0.5,0.8250825082508251
16,1.6501650165016502,0.0,0.5,0.8168316831683169
16,1.6501650165016502,0.0,0.5,0.7425742574257426
16,1.6501650165016502,0.0,0.5,0.8250825082508251
17,1.6501650165016502,0.0,0.5,0.8250825082508251
17,1.6501650165016502,0.0,0.5,0.7260726072607261
17,1.6501650165016502,0.0,0.5,0.5858085808580858
18,1.6501650165016502,0.0,0.5,1.0643564356435644
18,1.6501650165016502,0.0,0.5,0.8250825082508251
18,1.6501650165016502,0.0,0.5,0.8250825082508251
19,1.6501650165016502,0.0,0.5,0.8250825082508251
19,1.6501650165016502,0.0,0.5,0.7343234323432344
19,1.6501650165016502,0.0,0.5,0.6435643564356436
20,1.6501650165016502,0.0,0.5,0.8250825082508251
20,1.6501650165016502,0.0,0.5,0.99009900990099
20,1.6501650165016502,0.0,0.5,0.0495049504950495
21,1.6501650165016502,0.0,0.5,0.8168316831683169
21,1.6501650165016502,0.0,0.5,0.7425742574257426
21,1.6501650165016502,0.0,0.5,0.8250825082508251
22,1.6501650165016502,0.0,0.5,0.8250825082508251
22,1.6501650165016502,0.0,0.5,0.8250825082508251
22,1.6501650165016502,0.0,0.5,0.8250825082508251
23,1.6501650165016502,0.0,0.5,0.9075907590759076
23,1.6501650165016502,0.0,0.5,0.8250825082508251
23,1.6501650165016502,0.0,0.5,0.8250825082508251
24,1.6501650165016502,0.0,0.5,0.8250825082508251
24,1.6501650165016502,0.0,0.5,0.3217821782178218
24,1.6501650165016502,0.0,0.5,0.6600660066006602
25,1.6501650165016502,0.0,0.5,1.1056105610561058
25,1.6501650165016502,0.0,0.5,0.7425742574257426
25,1.6501650165016502,0.0,0.5,0.8250825082508251
26,1.6501650165016502,0.0,0.5,1.023102310231023
26,1.6501650165016502,0.0,0.5,1.006600660066007
26,1.6501650165016502,0.0,0.5,1.0726072607260726
27,1.6501650165016502,0.0,0.5,0.9075907590759076
27,1.6501650165016502,0.0,0.5,0.7425742574257426
27,1.6501650165016502,0.0,0.5,0.9818481848184818
28,1.6501650165016502,0.0,0.5,0.8250825082508251
28,1.6501650165016502,0.0,0.5,0.8250825082508251
28,1.6501650165016502,0.0,0.5,0.8250825082508251
29,1.6501650165016502,0.0,0.5,0.9240924092409242
29,1.6501650165016502,0.0,0.5,0.5610561056105611
29,1.6501650165016502,0.0,0.5,0.7590759075907592
30,1.6501650165016502,0.0,0.5,0.6600660066006602
30,1.6501650165016502,0.0,0.5,0.6600660066006602
30,1.6501650165016502,0.0,0.5,0.6600660066006602
31,1.6501650165016502,0.0,0.5,0.165016501650165
31,1.6501650165016502,0.0,0.5,0.3300330033003301
31,1.6501650165016502,0.0,0.5,0.0907590759075907
32,1.6501650165016502,0.0,0.5,0.7590759075907592
32,1.6501650165016502,0.0,0.5,0.957095709570957
32,1.6501650165016502,0.0,0.5,0.5610561056105611
33,1.6501650165016502,0.0,0.5,0.8250825082508251
33,1.6501650165016502,0.0,0.5,0.8250825082508251
33,1.6501650165016502,0.0,0.5,0.165016501650165
34,1.6501650165016502,0.0,0.5,0.3052805280528053
34,1.6501650165016502,0.0,0.5,0.5528052805280529
34,1.6501650165016502,0.0,0.5,0.6683168316831684
35,1.6501650165016502,0.0,0.5,0.7425742574257426
35,1.6501650165016502,0.0,0.5,0.9075907590759076
35,1.6501650165016502,0.0,0.5,0.7425742574257426
36,1.6501650165016502,0.0,0.5,0.2145214521452145
36,1.6501650165016502,0.0,0.5,0.297029702970297
36,1.6501650165016502,0.0,0.5,0.5033003300330033
37,1.6501650165016502,0.0,0.5,0.8250825082508251
37,1.6501650165016502,0.0,0.5,0.8250825082508251
37,1.6501650165016502,0.0,0.5,0.8250825082508251
38,1.6501650165016502,0.0,0.5,0.5693069306930693
38,1.6501650165016502,0.0,0.5,0.198019801980198
38,1.6501650165016502,0.0,0.5,0.6270627062706271
39,1.6501650165016502,0.0,0.5,0.8250825082508251
39,1.6501650165016502,0.0,0.5,0.495049504950495
39,1.6501650165016502,0.0,0.5,0.8250825082508251
40,1.6501650165016502,0.0,0.5,1.188118811881188
40,1.6501650165016502,0.0,0.5,1.146864686468647
40,1.6501650165016502,0.0,0.5,0.8250825082508251
41,1.6501650165016502,0.0,0.5,1.006600660066007
41,1.6501650165016502,0.0,0.5,0.6765676567656765
41,1.6501650165016502,0.0,0.5,0.6765676567656765
42,1.6501650165016502,0.0,0.5,0.6600660066006602
42,1.6501650165016502,0.0,0.5,0.6435643564356436
42,1.6501650165016502,0.0,0.5,0.5610561056105611
43,1.6501650165016502,0.0,0.5,0.6683168316831684
43,1.6501650165016502,0.0,0.5,0.8250825082508251
43,1.6501650165016502,0.0,0.5,0.6600660066006602
44,1.6501650165016502,0.0,0.5,0.8085808580858086
44,1.6501650165016502,0.0,0.5,0.8168316831683169
44,1.6501650165016502,0.0,0.5,0.8085808580858086
45,1.6501650165016502,0.0,0.5,1.2376237623762376
45,1.6501650165016502,0.0,0.5,1.3201320132013203
45,1.6501650165016502,0.0,0.5,1.2376237623762376
46,1.6501650165016502,0.0,0.5,1.122112211221122
46,1.6501650165016502,0.0,0.5,0.8250825082508251
46,1.6501650165016502,0.0,0.5,0.7425742574257426
47,1.6501650165016502,0.0,0.5,1.1716171617161717
47,1.6501650165016502,0.0,0.5,0.8003300330033003
47,1.6501650165016502,0.0,0.5,0.6683168316831684
48,1.6501650165016502,0.0,0.5,0.8085808580858086
48,1.6501650165016502,0.0,0.5,1.6501650165016502
48,1.6501650165016502,0.0,0.5,0.5033003300330033
49,1.6501650165016502,0.0,0.5,0.7178217821782178
49,1.6501650165016502,0.0,0.5,0.5033003300330033
49,1.6501650165016502,0.0,0.5,0.693069306930693
50,1.6501650165016502,0.0,0.5,0.8250825082508251
50,1.6501650165016502,0.0,0.5,0.8250825082508251
50,1.6501650165016502,0.0,0.5,0.8250825082508251
51,1.6501650165016502,0.0,0.5,0.2722772277227723
51,1.6501650165016502,0.0,0.5,0.7673267326732673
51,1.6501650165016502,0.0,0.5,0.2722772277227723
52,1.6501650165016502,0.0,0.5,0.0825082508250825
52,1.6501650165016502,0.0,0.5,0.3300330033003301
52,1.6501650165016502,0.0,0.5,0.0825082508250825
53,1.6501650165016502,0.0,0.5,0.8250825082508251
53,1.6501650165016502,0.0,0.5,0.6600660066006602
53,1.6501650165016502,0.0,0.5,0.5528052805280529
54,1.6501650165016502,0.0,0.5,0.8250825082508251
54,1.6501650165016502,0.0,0.5,0.6600660066006602
54,1.6501650165016502,0.0,0.5,1.6501650165016502
55,1.6501650165016502,0.0,0.5,0.8333333333333334
55,1.6501650165016502,0.0,0.5,0.5693069306930693
55,1.6501650165016502,0.0,0.5,0.7425742574257426
56,1.6501650165016502,0.0,0.5,1.6501650165016502
56,1.6501650165016502,0.0,0.5,0.99009900990099
56,1.6501650165016502,0.0,0.5,0.8250825082508251
57,1.6501650165016502,0.0,0.5,0.5445544554455446
57,1.6501650165016502,0.0,0.5,0.3052805280528053
57,1.6501650165016502,0.0,0.5,0.5445544554455446
58,1.6501650165016502,0.0,0.5,0.99009900990099
58,1.6501650165016502,0.0,0.5,0.99009900990099
58,1.6501650165016502,0.0,0.5,0.7425742574257426
59,1.6501650165016502,0.0,0.5,1.1303630363036306
59,1.6501650165016502,0.0,0.5,1.17986798679868
59,1.6501650165016502,0.0,0.5,0.9818481848184818
60,1.6501650165016502,0.0,0.5,0.8250825082508251
60,1.6501650165016502,0.0,0.5,0.6518151815181519
60,1.6501650165016502,0.0,0.5,0.165016501650165
61,1.6501650165016502,0.0,0.5,1.006600660066007
61,1.6501650165016502,0.0,0.5,0.9075907590759076
61,1.6501650165016502,0.0,0.5,0.8910891089108912
62,1.6501650165016502,0.0,0.5,0.8168316831683169
62,1.6501650165016502,0.0,0.5,1.1633663366336633
62,1.6501650165016502,0.0,0.5,0.6270627062706271
64,1.6501650165016502,0.0,0.5,0.5775577557755776
64,1.6501650165016502,0.0,0.5,0.4207920792079208
64,1.6501650165016502,0.0,0.5,0.5775577557755776
65,1.6501650165016502,0.0,0.5,0.8250825082508251
65,1.6501650165016502,0.0,0.5,0.8250825082508251
65,1.6501650165016502,0.0,0.5,0.8250825082508251
66,1.6501650165016502,0.0,0.5,0.8250825082508251
66,1.6501650165016502,0.0,0.5,0.8250825082508251
66,1.6501650165016502,0.0,0.5,0.8250825082508251
67,1.6501650165016502,0.0,0.5,0.8168316831683169
67,1.6501650165016502,0.0,0.5,1.023102310231023
67,1.6501650165016502,0.0,0.5,0.4290429042904291
68,1.6501650165016502,0.0,0.5,1.3201320132013203
68,1.6501650165016502,0.0,0.5,0.7920792079207921
68,1.6501650165016502,0.0,0.5,1.3201320132013203
69,1.6501650165016502,0.0,0.5,1.2376237623762376
69,1.6501650165016502,0.0,0.5,0.8168316831683169
69,1.6501650165016502,0.0,0.5,1.0726072607260726
70,1.6501650165016502,0.0,0.5,0.7425742574257426
70,1.6501650165016502,0.0,0.5,0.6353135313531354
70,1.6501650165016502,0.0,0.5,0.6353135313531354
71,1.6501650165016502,0.0,0.5,0.8250825082508251
71,1.6501650165016502,0.0,0.5,0.1072607260726072
71,1.6501650165016502,0.0,0.5,0.8250825082508251
72,1.6501650165016502,0.0,0.5,0.8250825082508251
72,1.6501650165016502,0.0,0.5,0.8250825082508251
72,1.6501650165016502,0.0,0.5,0.8250825082508251
73,1.6501650165016502,0.0,0.5,0.8250825082508251
73,1.6501650165016502,0.0,0.5,0.8250825082508251
73,1.6501650165016502,0.0,0.5,0.8250825082508251
74,1.6501650165016502,0.0,0.5,1.0726072607260726
74,1.6501650165016502,0.0,0.5,0.5775577557755776
74,1.6501650165016502,0.0,0.5,0.2475247524752475
75,1.6501650165016502,0.0,0.5,0.8168316831683169
75,1.6501650165016502,0.0,0.5,0.8168316831683169
75,1.6501650165016502,0.0,0.5,0.8168316831683169
76,1.6501650165016502,0.0,0.5,0.8168316831683169
76,1.6501650165016502,0.0,0.5,0.8250825082508251
76,1.6501650165016502,0.0,0.5,0.8250825082508251
77,1.6501650165016502,0.0,0.5,1.2376237623762376
77,1.6501650165016502,0.0,0.5,1.2376237623762376
77,1.6501650165016502,0.0,0.5,1.2376237623762376
78,1.6501650165016502,0.0,0.5,0.99009900990099
78,1.6501650165016502,0.0,0.5,0.8415841584158417
78,1.6501650165016502,0.0,0.5,1.155115511551155
79,1.6501650165016502,0.0,0.5,1.155115511551155
79,1.6501650165016502,0.0,0.5,0.3300330033003301
79,1.6501650165016502,0.0,0.5,1.0726072607260726
80,1.6501650165016502,0.0,0.5,0.8250825082508251
80,1.6501650165016502,0.0,0.5,0.8250825082508251
80,1.6501650165016502,0.0,0.5,0.8250825082508251
81,1.6501650165016502,0.0,0.5,0.6765676567656765
81,1.6501650165016502,0.0,0.5,0.5445544554455446
81,1.6501650165016502,0.0,0.5,0.5445544554455446
82,1.6501650165016502,0.0,0.5,1.0726072607260726
82,1.6501650165016502,0.0,0.5,0.8250825082508251
82,1.6501650165016502,0.0,0.5,0.8745874587458746
83,1.6501650165016502,0.0,0.5,0.8415841584158417
83,1.6501650165016502,0.0,0.5,0.8745874587458746
83,1.6501650165016502,0.0,0.5,0.8003300330033003
84,1.6501650165016502,0.0,0.5,1.2376237623762376
84,1.6501650165016502,0.0,0.5,0.8250825082508251
84,1.6501650165016502,0.0,0.5,0.99009900990099
85,1.6501650165016502,0.0,0.5,1.6501650165016502
85,1.6501650165016502,0.0,0.5,0.8250825082508251
85,1.6501650165016502,0.0,0.5,1.6501650165016502
86,1.6501650165016502,0.0,0.5,0.8250825082508251
86,1.6501650165016502,0.0,0.5,0.8250825082508251
86,1.6501650165016502,0.0,0.5,0.2145214521452145
87,1.6501650165016502,0.0,0.5,0.6518151815181519
87,1.6501650165016502,0.0,0.5,0.8085808580858086
87,1.6501650165016502,0.0,0.5,0.3217821782178218
88,1.6501650165016502,0.0,0.5,0.8250825082508251
88,1.6501650165016502,0.0,0.5,0.6270627062706271
88,1.6501650165016502,0.0,0.5,0.8745874587458746
89,1.6501650165016502,0.0,0.5,1.3283828382838283
89,1.6501650165016502,0.0,0.5,1.4686468646864688
89,1.6501650165016502,0.0,0.5,0.8250825082508251
90,1.6501650165016502,0.0,0.5,0.8250825082508251
90,1.6501650165016502,0.0,0.5,0.4207920792079208
90,1.6501650165016502,0.0,0.5,0.5610561056105611
91,1.6501650165016502,0.0,0.5,0.8250825082508251
91,1.6501650165016502,0.0,0.5,0.8415841584158417
91,1.6501650165016502,0.0,0.5,1.2211221122112212
92,1.6501650165016502,0.0,0.5,1.0726072607260726
92,1.6501650165016502,0.0,0.5,1.0726072607260726
